Headline,Body_ID,Stance
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",1175,3
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1083,3
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2302,3
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1179,2
British Man Slaps People If They Sneeze In Public,87,3
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1611,2
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",615,3
Boko Haram denies ceasefire claim by Nigeria's government,320,3
"Audio captured at time of Michael Brown shooting, company says",1299,3
Purported ISIS claim: Jordan airstrike kills female US hostage,2387,2
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1658,3
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2118,2
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",35,3
Jordan king cites Clint Eastwood in revenge vow,2042,3
"Audio captured at time of Michael Brown shooting, company says",1808,3
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1826,3
Batman Set To Play Steve Jobs In Upcoming Biopic,1415,3
CNN Airs Alleged Audio from Michael Brown Shooting,1715,2
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1506,3
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1223,3
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,539,3
Sick Mum Sedated After Trying To Eat Baby,1462,0
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",373,3
Fence-jumper ran through much of main floor of White House: report,2068,3
ISIS cracks down on five confirmed Ebola cases among fighters: official,1778,2
Vogue’s Rat Infestation: Disturbing New Details,1737,3
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2520,3
"Apple Watch Gold Edition may cost as much as $5,000",147,3
Airport worker strips naked at security scanner in protest against guards,121,3
Russians Bag Better Bigfoot Footage,2377,2
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,344,3
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2264,2
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,1897,3
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",919,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,900,3
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,34,3
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1256,3
Amazon's first brick-and-mortar store said to open in Manhattan,646,3
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1603,3
For sale: Tiger's former island in Sweden,965,0
Big Bank Hank of The Sugarhill Gang is dead at 57,754,3
Amazon plans a streaming-video alternative,698,2
Audio of gunfire in Michael Brown case authenticated by app company,2317,2
Google Grows With $1.6 Billion in California Office Deals,2299,3
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1106,2
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,847,3
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1252,3
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1337,2
NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,29,3
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,773,3
Michael Brown shooting audio caught on tape?,450,3
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2248,3
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1502,3
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1997,2
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1950,3
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",609,3
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,2236,2
"Pizza delivery man gets tipped more than $2,000 for a single delivery",542,3
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1588,2
Mexico finds 4 more graves at site of suspected student massacre,186,3
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1648,3
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1351,3
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,81,3
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2078,3
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,139,3
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,2379,0
KC hospital: Patient does not have symptom profile of Ebola,1349,3
"Islamic State Training Pilots in Military Jets, Monitors Say",487,3
God Is A Woman – Resurrected Father Narated,2328,3
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",966,0
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",2313,3
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1832,3
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,1019,3
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,944,3
Vogue’s Shiny New Office Has a Big Rat Problem,1149,2
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,1165,3
Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders ,1022,3
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1175,2
ISIS Militant “Jihadi John” Identified As Young West Londoner,1780,2
Watch marine take sniper shot to the head and live,1180,0
Apple Watch battery will require nightly charging,286,3
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,1369,3
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,2367,2
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,565,0
Senator: Detainees swapped for Bergdahl have contacted militants,320,3
Marijuana May Soon Spark Just a Ticket in New York,269,3
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",2456,3
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1948,2
Batman Set To Play Steve Jobs In Upcoming Biopic,2097,3
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1709,3
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1471,0
James Foley remembered as 'brave and tireless' journalist,1569,3
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1299,3
Soldier shot near Canadian parliament building,11,3
Islamic State claims to have beheaded American journalist,2287,3
Homeless man receives $100... then shocks everyone with how he spends it,1996,0
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,2081,3
Tropical spider 'burrowed under man's skin through scar' - video report,1708,3
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1003,3
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1010,2
God is a woman- Priest who died for 48 minutes claims,730,3
American hostage killed in rescue attempt in Yemen - senior official,115,3
Video: Marine survives Taliban sniper headshot thanks to helmet,1347,3
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',1419,3
Macaulay Culkin dead: The death hoax is once again on the child actor,2022,3
Now the Vogue Rats Are Chewing Through Couture,2263,0
Report—Jose Canseco accidentally shot at his home tonight,333,2
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,54,3
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1435,3
Nigeria Boko Haram blamed for raids despite truce claim,304,3
North Korea denies plans to open a restaurant in Scotland,2314,3
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2463,2
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,1185,3
Audio of gunfire in Michael Brown case authenticated by app company,2403,3
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",402,3
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',226,3
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,2370,3
US officials: Video shows American's execution,826,3
"So, There Might Be a Rat Infestation at Vogue",1020,3
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1175,3
Texas Plumber Isn't Sure How Extremists In Syria Ended Up With His Work Truck,2145,0
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,2078,3
Journalist James Wright Foley reportedly beheaded by ISIS,2147,2
Developer quits using the app he was hired to make—or did he?,562,3
"Are missing students in mass graves found near Iguala, Mexico?",1678,3
This Is The Most Epic Way To Quit Your Job,2458,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2109,3
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,1950,3
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',40,3
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1740,3
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1157,3
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",2303,2
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2047,2
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1253,3
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,1095,3
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1819,3
Weatherman caught peeing live on camera,1855,2
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",1528,3
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",1347,3
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1227,1
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,208,3
Conflicting reports on alleged IS capture of Canadian woman,1168,2
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,423,2
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2252,3
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1175,3
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2055,0
Vladimir Putin Bird Poop Video is Fake,1028,3
Experts: More facts needed on purported audio recording of Michael Brown shooting,346,3
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",855,3
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1588,2
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",625,3
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",2257,3
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",1572,3
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1789,3
That powerful Lego letter to parents from the 1970s? It's real,1292,0
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2330,3
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,2410,3
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1574,3
Apple Watch’s Power Reserve feature combats short battery life,1223,3
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,557,3
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",1651,3
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,850,2
Christian Bale in Talks to Play Steve Jobs (Exclusive),296,3
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1360,3
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1982,3
James Foley remembered as 'brave and tireless' journalist,1913,3
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",1457,3
Google to Buy Redwood City Offices for $585M,2329,2
Heartbroken girl spends week in KFC after getting dumped,1299,3
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,1222,3
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,788,3
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1966,0
Iraqi airstrike kills key ISIL leader,1634,2
Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,1477,3
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",991,2
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1966,3
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,161,3
